Rk;Player;Age;POSITION;TEAM;GAMES_STARTED;MINUTES_PLAYED;FG_MADE;FG_ATTEMPTED;FG_PCT;3PT_MADE;3PT_ATTEMPTED;3PT_PCT;FT_MADE;FT_ATTEMPTED;FT_PCT;OFF_REB;DEF_REB;TOT_REB;AST;STL;BLK;TOV;PF;PTS;TRIP_DB;GAMES_PLAYED
166;Terry Rozier;30;PG;MIA;23;1658;248;635;0,390551181;91;308;0,295454545;92;108;0,851851852;44;194;238;167;37;14;78;73;679;0;64
167;Jerami Grant;30;PF;POR;47;1524;214;574;0,3728223;108;296;0,364864865;141;166;0,84939759;26;137;163;101;41;46;65;109;677;0;47
168;Kentavious Caldwell-Pope;31;SG;ORL;77;2279;239;544;0,439338235;113;330;0,342424242;82;95;0,863157895;33;136;169;136;99;34;62;136;673;0;77
169;Mark Williams;23;C;CHO;41;1171;270;447;0,604026846;0;4;0;131;163;0,803680982;132;315;447;109;32;54;71;105;671;0;44
170;Ochai Agbaji;24;SG;TOR;45;1739;266;534;0,498127341;101;253;0,399209486;34;48;0,708333333;61;181;242;98;58;30;54;125;667;0;64
171;Keon Ellis;25;SG;SAC;28;1948;227;464;0,489224138;139;321;0,433021807;73;86;0,848837209;60;152;212;120;121;63;71;176;666;0;80
172;Paul George;34;PF;PHI;41;1334;245;570;0,429824561;96;268;0,358208955;79;97;0,81443299;24;195;219;178;75;20;106;101;665;0;41
173;Yves Missi;20;C;NOP;67;1956;269;492;0,546747967;0;1;0;127;204;0,62254902;255;346;601;99;37;98;82;145;665;0;73
174;Taurean Prince;30;SF;MIL;73;2166;235;514;0,457198444;147;335;0,43880597;39;48;0,8125;34;253;287;155;76;15;82;165;656;0;80
175;Andrew Nembhard;25;SG;IND;65;1881;247;539;0,45825603;51;175;0,291428571;108;136;0,794117647;34;182;216;326;79;11;112;149;653;0;65
176;Walker Kessler;23;C;UTA;58;1740;278;419;0,663484487;6;34;0,176470588;79;152;0,519736842;266;441;707;97;36;138;86;130;641;0;58
177;Isaiah Hartenstein;26;C;OKC;53;1590;279;480;0,58125;0;19;0;79;117;0,675213675;163;448;611;219;47;62;96;171;637;0;57
178;Ziaire Williams;23;SF;BRK;45;1541;214;520;0,411538462;103;302;0,341059603;101;123;0,821138211;61;226;287;84;62;28;67;149;632;0;63
179;Cole Anthony;24;PG;ORL;22;1234;230;543;0,423572744;77;218;0,353211009;93;113;0,82300885;46;158;204;191;45;32;103;151;630;0;67
180;Wendell Carter Jr.;25;C;ORL;51;1758;226;491;0,460285132;37;158;0,234177215;129;175;0,737142857;151;341;492;134;52;41;77;199;618;0;68
181;Jeremy Sochan;21;PF;SAS;23;1364;251;469;0,535181237;28;91;0,307692308;87;125;0,696;127;225;352;128;45;27;84;131;617;0;54
182;Isaiah Collier;20;PG;UTA;46;1839;234;555;0,421621622;42;169;0,24852071;105;154;0,681818182;32;203;235;446;66;16;208;149;615;0;71
183;Draymond Green;34;PF;GSW;66;1983;216;509;0,424361493;80;246;0,325203252;101;147;0,68707483;74;340;414;383;99;70;174;219;613;1;68
184;Miles McBride;24;PG;NYK;10;1593;222;547;0,405850091;115;312;0,368589744;52;64;0,8125;47;114;161;187;67;17;41;108;611;0;64
185;Zach Edey;22;C;MEM;55;1416;251;433;0,579676674;18;52;0,346153846;90;127;0,708661417;232;316;548;65;36;85;88;182;610;0;66
186;Sam Hauser;27;PF;BOS;19;1541;214;474;0,451476793;166;399;0,4160401;11;11;1;44;180;224;64;41;13;23;87;605;0;71
187;Jordan Hawkins;22;SG;NOP;9;1321;207;556;0,372302158;110;332;0,331325301;80;98;0,816326531;25;133;158;66;30;23;58;51;604;0;56
188;Jordan Clarkson;32;SG;UTA;9;962;201;493;0,407707911;84;232;0,362068966;114;143;0,797202797;25;93;118;138;31;9;86;52;600;0;37
189;Cam Thomas;23;SG;BRK;23;781;199;454;0,438325991;68;195;0,348717949;133;151;0,880794702;15;68;83;94;15;2;62;44;599;0;25
190;Kel'el Ware;20;C;MIA;36;1422;257;464;0,55387931;35;111;0,315315315;46;67;0,686567164;116;357;473;60;39;71;57;111;595;0;64
191;Ausar Thompson;22;SF;DET;48;1328;246;460;0,534782609;11;49;0,224489796;91;142;0,64084507;111;192;303;134;98;40;80;164;594;0;59
192;Nick Smith Jr.;20;SG;CHO;27;1369;222;568;0,39084507;104;306;0,339869281;43;46;0,934782609;13;115;128;145;17;6;82;79;591;0;60
193;Kyshawn George;21;SG;WAS;38;1802;203;546;0,371794872;114;354;0,322033898;70;93;0,752688172;49;236;285;169;68;50;97;201;590;0;68
194;Julian Strawther;22;SG;DEN;4;1384;210;486;0,432098765;94;269;0,349442379;74;90;0,822222222;17;125;142;83;39;16;57;151;588;0;65
195;Davion Mitchell;26;PG;MIA;37;2027;223;476;0,468487395;84;211;0,398104265;58;84;0,69047619;35;132;167;363;72;16;128;185;588;0;74
196;Bogdan Bogdanoviæ;32;SG;ATL;4;1348;210;492;0,426829268;105;289;0,363321799;58;66;0,878787879;24;135;159;146;41;11;74;127;583;0;54
197;Mike Conley;37;PG;MIN;64;1756;187;468;0,39957265;127;310;0,409677419;81;90;0,9;32;150;182;319;79;14;75;111;582;0;71
198;Jose Alvarado;26;PG;NOP;23;1366;204;521;0,391554702;111;309;0,359223301;60;74;0,810810811;27;109;136;259;74;14;86;91;579;0;56
199;Deandre Ayton;26;C;POR;40;1206;265;468;0,566239316;6;32;0,1875;40;60;0,666666667;124;282;406;64;31;39;69;88;576;0;40
200;Luke Kennard;28;SG;MEM;11;1472;206;431;0,477958237;113;261;0,432950192;51;57;0,894736842;37;146;183;215;50;5;72;59;576;0;65
201;Johnny Juzang;23;SG;UTA;18;1270;204;475;0,429473684;118;314;0,375796178;45;53;0,849056604;42;142;184;68;39;8;36;126;571;0;64
202;Jaime Jaquez Jr.;23;SF;MIA;17;1368;213;462;0,461038961;37;119;0,31092437;107;142;0,753521127;84;206;290;166;61;14;98;81;570;1;66
203;Brandon Miller;22;SF;CHO;27;924;198;491;0,403258656;104;293;0,354948805;68;79;0,860759494;25;106;131;98;29;20;76;74;568;0;27
204;Cason Wallace;21;SG;OKC;43;1876;232;489;0,474437628;74;208;0,355769231;30;37;0,810810811;71;158;229;173;120;35;59;145;568;0;68
205;Jalen Suggs;23;PG;ORL;35;1002;197;481;0,40956341;76;242;0,314049587;97;110;0,881818182;23;118;141;129;51;33;102;98;567;0;35
206;Ayo Dosunmu;25;SG;CHI;26;1394;221;449;0,4922049;62;189;0,328042328;62;79;0,784810127;26;135;161;208;43;18;69;105;566;1;46
207;Patrick Williams;23;PF;CHI;36;1576;205;516;0,397286822;96;272;0,352941176;60;83;0,722891566;43;194;237;124;48;32;86;88;566;0;63
208;Immanuel Quickley;25;PG;TOR;33;918;184;438;0,420091324;85;225;0,377777778;111;128;0,8671875;16;101;117;191;23;4;58;61;564;0;33
209;Dalano Banton;25;PG;POR;7;1120;198;507;0,390532544;72;222;0,324324324;91;125;0,728;30;105;135;160;43;34;86;58;559;0;67
210;Peyton Watson;22;SF;DEN;18;1656;204;428;0,476635514;48;136;0,352941176;95;137;0,693430657;47;186;233;94;48;93;56;123;551;0;68
211;Dorian Finney-Smith;31;PF;BRK;40;1818;195;435;0,448275862;129;314;0,410828025;30;45;0,666666667;80;167;247;90;58;23;56;136;549;0;63
212;Justin Champagnie;23;SF;WAS;31;1340;210;411;0,510948905;74;193;0,383419689;50;73;0,684931507;112;239;351;60;65;39;54;110;544;0;62
213;Dejounte Murray;28;PG;NOP;31;1012;194;494;0,392712551;52;174;0,298850575;102;124;0,822580645;17;183;200;228;63;12;106;61;542;1;31
214;A.J. Green;25;SG;MIL;7;1659;182;424;0,429245283;155;363;0,426997245;22;27;0,814814815;18;156;174;108;37;7;40;157;541;0;73
215;Aaron Nesmith;25;SF;IND;37;1123;192;379;0,506596306;84;195;0,430769231;73;80;0,9125;37;141;178;54;35;17;37;114;541;0;45
216;Jared Butler;24;PG;PHI;17;1044;203;453;0,44812362;60;169;0,355029586;75;91;0,824175824;25;85;110;220;42;13;80;97;541;0;60
217;Al Horford;38;C;BOS;42;1659;195;461;0,422993492;114;314;0,363057325;34;38;0,894736842;79;290;369;128;36;51;46;81;538;0;60
218;Brandon Clarke;28;PF;MEM;18;1207;236;380;0,621052632;1;17;0,058823529;61;87;0,701149425;127;199;326;66;52;36;41;145;534;0;64
219;Tristan Da Silva;23;SF;ORL;38;1629;199;483;0,412008282;80;239;0,334728033;55;63;0,873015873;73;172;245;113;33;18;56;94;533;0;74
220;Jamal Shead;22;PG;TOR;11;1467;204;504;0,404761905;72;223;0,322869955;53;69;0,768115942;30;85;115;316;58;10;117;158;533;0;75
221;Ricky Council IV;23;SF;PHI;12;1250;177;463;0,382289417;55;213;0,258215962;123;153;0,803921569;51;163;214;97;32;13;52;67;532;0;73
222;Nick Richards;27;C;CHO;43;1256;205;347;0,590778098;0;2;0;119;160;0,74375;148;318;466;49;14;55;81;141;529;0;57
223;Jaden Ivey;22;SG;DET;30;898;190;413;0,460048426;63;154;0,409090909;85;116;0,732758621;40;84;124;119;28;11;89;67;528;0;30
224;Jalen Smith;24;C;CHI;2;962;190;408;0,465686275;72;222;0,324324324;72;89;0,808988764;89;268;357;65;17;44;37;95;524;0;64
225;Tyrese Martin;25;SG;BRK;11;1315;189;465;0,406451613;99;282;0,35106383;46;58;0,793103448;58;161;219;122;34;9;74;77;523;0;60
226;Ron Holland;19;SF;DET;2;1266;197;416;0,473557692;36;151;0,238410596;92;122;0,754098361;40;178;218;82;49;17;72;141;522;0;81
227;Terance Mann;28;SG;ATL;13;1414;205;413;0,496368039;60;163;0,36809816;47;68;0,691176471;68;131;199;121;47;15;47;128;517;0;67
228;Ryan Dunn;22;SF;PHO;44;1410;205;477;0,429769392;82;264;0,310606061;19;39;0,487179487;92;175;267;57;44;40;40;162;511;0;74
229;Sam Merrill;28;SG;CLE;4;1401;172;424;0,405660377;137;368;0,372282609;28;29;0,965517241;38;119;157;108;53;14;35;124;509;0;71
230;Josh Green;24;SG;CHO;67;1887;180;421;0,427553444;97;248;0,391129032;49;72;0,680555556;56;116;172;108;74;15;70;165;506;0;68
231;Goga Bitadze;25;C;ORL;42;1430;207;339;0,610619469;3;28;0,107142857;85;133;0,639097744;167;296;463;137;49;98;72;150;502;0;70
232;Chris Boucher;32;PF;TOR;0;862;182;370;0,491891892;70;193;0,362694301;68;87;0,781609195;70;154;224;33;24;25;29;68;502;0;50
233;Cameron Payne;30;PG;NYK;5;1090;179;446;0,401345291;93;256;0,36328125;49;54;0,907407407;14;90;104;203;39;16;52;111;500;0;72
234;Jaden Hardy;22;SG;DAL;3;907;180;414;0,434782609;76;197;0,385786802;60;86;0,697674419;9;80;89;81;28;5;82;90;496;0;57
235;Nikola Joviæ;21;PF;MIA;10;1156;172;377;0,456233422;78;210;0,371428571;72;87;0,827586207;26;154;180;131;38;13;60;82;494;0;46
236;Clint Capela;30;C;ATL;41;1176;218;390;0,558974359;0;1;0;52;97;0,536082474;174;295;469;62;34;53;47;106;488;0;55
237;Chet Holmgren;22;C;OKC;32;877;167;341;0,48973607;44;116;0,379310345;101;134;0,753731343;48;209;257;63;23;71;56;72;479;0;32
238;Haywood Highsmith;28;SF;MIA;42;1818;179;391;0,457800512;89;233;0,381974249;31;43;0,720930233;72;180;252;112;68;37;54;164;478;0;74
239;Cam Whitmore;20;SF;HOU;3;827;179;403;0,444168734;65;183;0,355191257;54;72;0,75;36;115;151;49;31;13;46;44;477;0;51
240;Kris Dunn;30;PG;LAC;58;1783;192;437;0,439359268;75;224;0,334821429;15;22;0,681818182;53;198;251;210;128;27;74;197;474;0;74
241;Max Strus;28;SF;CLE;37;1273;165;373;0,442359249;113;293;0,385665529;28;34;0,823529412;53;164;217;158;26;12;54;104;471;0;50
242;Jarace Walker;21;PF;IND;5;1187;170;360;0,472222222;75;185;0,405405405;46;69;0,666666667;25;204;229;110;54;25;78;115;461;0;75
243;Gabe Vincent;28;PG;LAL;11;1527;168;420;0,4;109;309;0,352750809;15;21;0,714285714;20;72;92;98;51;13;41;152;460;0;72
244;Jake LaRavia;23;PF;MEM;0;1349;160;337;0,474777448;60;142;0,422535211;78;115;0,67826087;90;169;259;158;62;23;86;132;458;0;66
245;Jusuf Nurkiæ;30;C;CHO;32;1063;168;352;0,477272727;32;105;0,304761905;85;128;0,6640625;85;313;398;115;40;34;97;130;453;0;51
246;Joel Embiid;30;C;PHI;19;574;140;315;0,444444444;23;77;0,298701299;149;169;0,881656805;36;119;155;85;14;18;62;42;452;1;19
247;Trey Lyles;29;PF;SAC;5;1349;157;374;0,419786096;81;238;0,340336134;56;80;0,7;80;236;316;82;41;23;39;86;451;0;69
248;Trendon Watford;24;PF;BRK;6;913;164;350;0,468571429;29;88;0,329545455;93;122;0,762295082;37;123;160;115;27;12;83;95;450;0;44
249;Ja'Kobe Walter;20;SG;TOR;18;1103;159;393;0,404580153;65;186;0,349462366;66;83;0,795180723;59;101;160;81;43;10;50;95;449;0;52
250;Brandon Boston Jr.;23;SG;NOP;10;993;166;381;0,435695538;49;140;0,35;67;85;0,788235294;28;106;134;92;53;9;52;73;448;0;42
251;Simone Fontecchio;29;SF;DET;0;1237;150;373;0,402144772;76;227;0,334801762;70;84;0,833333333;52;163;215;65;31;12;54;95;446;0;75
252;Justin Edwards;21;SF;PHI;26;1155;172;378;0,455026455;69;190;0,363157895;32;46;0,695652174;46;102;148;69;45;16;49;98;445;0;44
253;Seth Curry;34;SG;CHO;14;1062;164;343;0,478134111;83;182;0,456043956;33;39;0,846153846;24;89;113;60;27;7;32;59;444;0;68
254;Luke Kornet;29;C;BOS;16;1361;187;280;0,667857143;0;3;0;67;97;0,690721649;190;198;388;117;36;71;31;119;441;0;73
255;Khris Middleton;33;SF;MIL;21;843;160;337;0,474777448;48;133;0,360902256;72;84;0,857142857;13;124;137;150;35;8;56;75;440;0;37
256;Jay Huff;26;C;MEM;2;748;157;305;0,514754098;81;200;0,405;44;56;0,785714286;30;99;129;38;16;56;34;78;439;0;64
257;Donovan Clingan;20;C;POR;37;1324;180;334;0,538922156;14;49;0,285714286;62;104;0,596153846;217;310;527;77;34;110;72;189;436;0;67
258;Kenrich Williams;30;PF;OKC;7;1132;171;354;0,483050847;66;171;0,385964912;28;39;0,717948718;65;176;241;97;43;10;39;110;436;0;69
259;Isaiah Stewart;23;C;DET;4;1434;176;315;0,558730159;17;53;0,320754717;66;87;0,75862069;130;269;399;123;28;101;68;183;435;0;72
260;Thomas Bryant;27;C;IND;8;963;163;321;0,507788162;48;148;0,324324324;55;64;0,859375;83;168;251;53;28;41;30;76;429;0;66
261;Noah Clowney;20;PF;BRK;20;1042;133;372;0,357526882;87;261;0,333333333;67;80;0,8375;43;138;181;40;24;21;46;105;420;0;46
262;Jamison Battle;23;SF;TOR;10;1042;149;347;0,429394813;105;259;0,405405405;16;18;0,888888889;37;121;158;53;17;10;27;92;419;0;59
263;Jeremiah Robinson-Earl;24;PF;NOP;9;1239;158;347;0,455331412;56;164;0,341463415;46;55;0,836363636;110;205;315;88;39;7;51;79;418;0;66
264;Vit Krejci;24;PG;ATL;16;1153;145;292;0,496575342;90;206;0,436893204;32;45;0,711111111;22;134;156;147;36;26;50;105;412;0;57
265;Trayce Jackson-Davis;24;C;GSW;37;967;174;302;0,57615894;0;3;0;59;102;0,578431373;122;189;311;104;23;38;45;73;407;0;62
266;Zach Collins;27;C;CHI;12;977;153;302;0,506622517;32;106;0,301886792;69;78;0,884615385;102;186;288;111;29;29;60;132;407;0;64
267;Moussa Diabaté;23;C;CHO;8;1241;167;280;0,596428571;0;6;0;69;116;0,594827586;187;251;438;56;46;40;61;109;403;0;71
268;Brandon Ingram;27;SF;NOP;18;595;155;333;0,465465465;43;115;0,373913043;47;55;0,854545455;17;83;100;93;16;11;69;45;400;0;18
269;Gary Payton II;32;SG;GSW;11;927;171;298;0,573825503;31;95;0,326315789;27;38;0,710526316;53;132;185;83;52;17;39;108;400;0;62
270;Day'Ron Sharpe;23;C;BRK;2;907;165;317;0,520504732;11;45;0,244444444;56;74;0,756756757;149;181;330;91;41;42;63;113;397;0;50
271;Jonathan Mogbo;23;PF;TOR;18;1286;156;356;0,438202247;17;70;0,242857143;60;82;0,731707317;109;202;311;146;55;34;70;136;389;1;63
272;Moritz Wagner;27;C;ORL;1;564;140;249;0,562248996;27;75;0,36;79;110;0,718181818;40;108;148;42;24;12;49;55;386;0;30
273;Sandro Mamukelashvili;25;PF;SAS;0;681;141;281;0,501779359;60;161;0,372670807;43;58;0,74137931;62;125;187;48;22;17;26;60;385;0;61
274;Kelly Olynyk;33;C;NOP;22;891;134;268;0,5;33;79;0,417721519;83;108;0,768518519;62;144;206;128;33;19;76;123;384;0;44
275;Jaxson Hayes;24;C;LAL;35;1093;161;223;0,721973094;0;3;0;61;98;0,62244898;78;191;269;58;31;51;43;136;383;0;56
276;Alex Caruso;30;SG;OKC;3;1041;140;314;0,445859873;60;170;0,352941176;42;51;0,823529412;38;121;159;137;87;30;37;102;382;0;54
277;Jonathan Isaac;27;PF;ORL;1;1090;134;324;0,413580247;39;151;0,258278146;73;107;0,682242991;120;194;314;40;61;80;33;90;380;0;71
278;Precious Achiuwa;25;C;NYK;10;1170;164;327;0,501529052;10;36;0,277777778;41;69;0,594202899;101;216;317;55;47;42;45;81;379;0;57
279;Talen Horton-Tucker;24;SG;CHI;0;724;133;291;0,457044674;41;122;0,336065574;72;98;0,734693878;19;81;100;83;21;11;40;59;379;0;58
280;Marcus Sasser;24;PG;DET;1;811;137;296;0,462837838;58;152;0,381578947;43;51;0,843137255;18;51;69;133;37;4;54;72;375;0;57
281;Julian Phillips;21;SF;CHI;5;1123;128;287;0,445993031;50;153;0,326797386;60;76;0,789473684;67;102;169;39;38;20;27;108;366;0;79
282;Cody Martin;29;SF;CHO;8;1173;136;325;0,418461538;43;151;0,284768212;43;61;0,704918033;53;171;224;105;56;32;51;95;358;0;53
283;Kyle Anderson;31;PF;GSW;4;1002;142;303;0,468646865;25;70;0,357142857;48;65;0,738461538;53;153;206;145;40;33;37;81;357;0;61
284;Alec Burks;33;SG;MIA;14;863;115;271;0,424354244;88;207;0,425120773;38;49;0,775510204;15;109;124;55;28;7;29;37;356;0;49
285;Caleb Martin;29;SF;DAL;24;1218;129;304;0,424342105;37;103;0,359223301;61;98;0,62244898;53;124;177;95;46;23;56;87;356;0;45
286;Garrison Mathews;28;SG;ATL;2;830;102;257;0,39688716;85;218;0,389908257;64;78;0,820512821;13;74;87;60;26;15;31;81;353;0;47
287;Tidjane Salaün;19;PF;CHO;10;1244;114;345;0,330434783;58;205;0,282926829;67;94;0,712765957;70;210;280;74;29;14;58;84;353;0;60
288;Jared McCain;20;SG;PHI;8;592;126;274;0,459854015;51;133;0,383458647;49;56;0,875;13;43;56;60;15;0;37;37;352;0;23
289;Ryan Rollins;22;PG;MIL;19;820;132;271;0,487084871;49;120;0,408333333;36;45;0,8;21;87;108;104;42;17;53;88;349;0;56
290;Javonte Green;31;SG;CLE;19;1258;123;287;0,428571429;46;141;0,326241135;55;76;0,723684211;59;159;218;56;65;31;32;98;347;0;68
291;Kevon Looney;28;C;GSW;6;1142;143;278;0,514388489;2;5;0,4;56;99;0,565656566;185;277;462;118;46;37;39;154;344;0;76
292;Aaron Holiday;28;PG;HOU;3;792;117;268;0,436567164;72;181;0,397790055;34;41;0,829268293;13;65;78;83;19;11;37;64;340;0;62
293;Quinten Post;24;PF;GSW;14;686;123;274;0,448905109;73;179;0,407821229;21;27;0,777777778;35;113;148;56;16;18;33;83;340;0;42
294;Bruce Brown;28;PG;NOP;12;922;130;309;0,420711974;27;81;0,333333333;53;65;0,815384615;40;124;164;84;34;10;39;71;340;0;41
295;Adem Bona;21;C;PHI;11;905;135;192;0,703125;0;1;0;67;100;0,67;92;153;245;27;26;69;61;125;337;0;58
296;Isaac Okoro;24;SG;CLE;22;1053;124;267;0,464419476;56;151;0,370860927;33;46;0,717391304;49;81;130;68;32;16;23;104;337;0;55
297;Svi Mykhailiuk;27;SF;UTA;13;760;118;302;0,390728477;70;203;0,344827586;28;35;0,8;22;68;90;76;19;7;52;43;334;0;38
298;Mason Plumlee;34;C;PHO;21;1300;125;202;0,618811881;0;4;0;83;128;0,6484375;116;339;455;134;33;47;59;154;333;0;74
299;Ben Sheppard;23;SG;IND;9;1228;120;287;0,418118467;68;199;0,341708543;24;27;0,888888889;44;133;177;85;38;14;22;125;332;0;63
300;Tristan Vukcevic;21;C;WAS;1;513;120;242;0,495867769;38;102;0,37254902;52;67;0,776119403;26;104;130;39;11;23;42;57;330;0;35
301;Tre Jones;25;PG;CHI;9;905;128;238;0,537815126;19;48;0,395833333;55;67;0,820895522;31;85;116;192;37;10;35;55;330;0;46
302;Dalen Terry;22;SG;CHI;5;987;120;268;0,447761194;37;104;0,355769231;49;69;0,710144928;38;86;124;97;44;15;53;114;326;0;73
303;Karlo Matkoviæ;23;PF;NOP;7;791;135;235;0,574468085;21;66;0,318181818;34;44;0,772727273;64;145;209;46;22;41;43;106;325;0;42
304;Dean Wade;28;PF;CLE;30;1252;112;271;0,413284133;80;222;0,36036036;16;30;0,533333333;51;198;249;76;42;20;22;101;320;0;59
305;DaQuan Jeffries;27;SG;CHO;20;1071;118;291;0,405498282;55;164;0,335365854;24;30;0,8;37;98;135;53;26;25;35;99;315;0;47
306;Shake Milton;28;SG;BRK;2;837;115;254;0,452755906;38;106;0,358490566;47;59;0,796610169;31;73;104;102;25;4;40;67;315;0;57
307;Dereck Lively II;20;C;DAL;29;833;134;191;0,701570681;0;0;;46;73;0,630136986;104;166;270;85;20;56;41;100;314;0;36
308;Nicolas Batum;36;PF;LAC;8;1367;104;238;0,43697479;88;203;0,433497537;17;21;0,80952381;47;171;218;84;52;36;34;111;313;0;78
309;Jabari Walker;22;SF;POR;1;749;118;229;0,515283843;28;72;0,388888889;49;71;0,690140845;59;152;211;37;33;6;34;87;313;0;60
310;Neemias Queta;25;C;BOS;6;863;132;203;0,650246305;0;3;0;46;61;0,754098361;89;147;236;45;18;42;40;106;310;0;62
311;Malcolm Brogdon;32;PG;WAS;13;564;104;240;0,433333333;16;56;0,285714286;81;92;0,880434783;21;70;91;98;13;5;38;30;305;0;24
312;Antonio Reeves;24;SG;NOP;6;660;113;248;0,455645161;51;129;0,395348837;28;35;0,8;18;45;63;39;21;4;30;40;305;0;44
313;Marcus Smart;30;PG;MEM;7;680;101;257;0,392996109;49;141;0,34751773;54;71;0,76056338;18;54;72;109;39;9;54;53;305;0;34
314;Orlando Robinson;24;C;SAC;8;770;116;261;0,444444444;17;52;0,326923077;54;70;0,771428571;89;131;220;77;17;16;49;100;303;0;44
315;Andre Drummond;31;C;PHI;23;751;117;234;0,5;3;20;0,15;56;90;0,622222222;109;201;310;34;39;18;55;94;293;0;40
316;Kris Murray;24;SF;POR;6;1040;117;279;0,419354839;27;120;0,225;26;57;0,456140351;76;106;182;68;35;17;43;66;287;0;69
317;Landry Shamet;27;SG;NYK;0;762;106;230;0,460869565;62;156;0,397435897;12;18;0,666666667;11;50;61;27;23;2;22;52;286;0;50
318;Jeff Dowtin Jr.;27;PG;PHI;3;621;112;230;0,486956522;28;70;0,4;33;45;0,733333333;12;48;60;78;24;12;15;29;285;0;41
319;Josh Okogie;26;SG;CHO;7;625;94;212;0,443396226;32;92;0,347826087;63;85;0,741176471;45;68;113;33;48;18;31;47;283;0;40
320;KJ Simpson;22;PG;CHO;15;842;104;301;0,34551495;33;130;0,253846154;41;50;0,82;39;70;109;112;34;6;56;56;282;0;36
321;Drew Eubanks;27;C;LAC;4;746;115;194;0,592783505;3;6;0,5;47;71;0,661971831;60;166;226;54;12;39;41;63;280;0;61
322;Jaylin Williams;22;PF;OKC;9;784;97;221;0,438914027;61;153;0,39869281;23;30;0,766666667;48;214;262;120;22;29;35;79;278;3;47
323;Brandon Williams;25;PG;DAL;3;487;98;188;0,521276596;24;60;0,4;55;66;0,833333333;12;46;58;76;24;5;39;33;275;0;33
324;KJ Martin;24;PF;PHI;16;912;111;201;0,552238806;15;58;0,25862069;37;47;0,787234043;30;95;125;48;17;22;24;101;274;0;43
325;Vasilije Miciæ;31;PG;CHO;16;785;95;273;0,347985348;45;125;0,36;34;41;0,829268293;20;69;89;128;15;0;77;45;269;0;41
326;Lonzo Ball;27;PG;CHI;14;777;89;243;0,366255144;67;195;0,343589744;22;27;0,814814815;25;93;118;115;47;17;41;55;267;0;35
327;Tosan Evbuomwan;23;SF;BRK;0;665;94;220;0,427272727;24;77;0,311688312;55;73;0,753424658;32;88;120;55;24;10;39;55;267;0;28
328;Jett Howard;21;SF;ORL;0;701;98;262;0,374045802;55;186;0,295698925;16;23;0,695652174;20;50;70;44;13;11;36;68;267;0;60
329;Eric Gordon;36;SG;PHI;13;768;87;204;0,426470588;56;137;0,408759124;36;48;0,75;8;38;46;65;26;12;28;32;266;0;39
330;Lindy Waters III;27;SG;DET;9;778;92;249;0,369477912;64;186;0,344086022;8;11;0,727272727;20;90;110;52;27;11;20;62;256;0;52
331;Ben Simmons;28;PG;BRK;24;1120;116;223;0,520179372;0;0;;24;33;0,727272727;47;194;241;285;38;23;102;107;256;0;51
332;Oso Ighodaro;22;PF;PHO;6;1045;113;187;0,604278075;0;2;0;29;50;0,58;66;156;222;71;28;29;39;102;255;0;61
333;Pelle Larsson;23;SG;MIA;8;782;89;203;0,438423645;32;95;0,336842105;41;61;0,672131148;28;64;92;65;32;7;24;91;251;0;55
334;Lonnie Walker IV;26;SG;PHI;7;477;89;212;0,419811321;45;127;0,354330709;24;30;0,8;6;57;63;50;10;5;25;27;247;0;20
335;Bol Bol;25;PF;PHO;10;448;96;183;0,524590164;32;93;0,344086022;20;26;0,769230769;20;84;104;22;9;25;20;20;244;0;36
336;Caleb Houstan;22;SF;ORL;6;788;80;190;0,421052632;64;160;0,4;15;17;0,882352941;19;56;75;35;22;6;13;62;239;0;58
337;A.J. Lawson;24;SG;TOR;2;486;80;190;0,421052632;33;101;0,326732673;43;63;0,682539683;20;66;86;31;13;6;15;44;236;0;26
338;Malaki Branham;21;SG;SAS;0;427;87;190;0,457894737;34;84;0,404761905;27;33;0,818181818;7;44;51;38;11;2;34;29;235;0;47
339;Ajay Mitchell;22;SG;OKC;1;597;91;184;0,494565217;23;60;0,383333333;29;35;0,828571429;18;50;68;64;25;4;29;68;234;0;36
340;Monte Morris;29;PG;PHO;0;571;83;195;0,425641026;31;86;0,360465116;36;42;0,857142857;12;55;67;73;20;3;21;23;233;0;45
341;Richaun Holmes;31;PF;WAS;7;534;90;139;0,647482014;0;3;0;50;60;0,833333333;62;115;177;42;9;23;21;49;230;0;31
342;Andre Jackson Jr.;23;SG;MIL;43;980;94;197;0,47715736;30;76;0,394736842;12;24;0,5;65;117;182;83;34;14;58;114;230;0;67
343;Cody Williams;20;SG;UTA;21;1060;83;257;0,322957198;35;135;0,259259259;29;40;0,725;27;86;113;59;23;16;44;95;230;0;50
344;Reed Sheppard;20;PG;HOU;3;654;84;239;0,351464435;48;142;0,338028169;13;16;0,8125;16;62;78;75;35;17;37;53;229;0;52
345;Gui Santos;22;PF;GSW;2;762;82;179;0,458100559;34;103;0,330097087;29;42;0,69047619;72;100;172;80;25;10;42;91;227;0;56
346;Steven Adams;31;C;HOU;3;794;91;167;0,54491018;0;2;0;43;93;0,462365591;166;161;327;66;22;28;54;60;225;0;58
347;AJ Johnson;20;SG;MIL;11;639;82;213;0,384976526;24;90;0,266666667;32;37;0,864864865;8;51;59;76;12;3;35;50;220;0;29
348;Rob Dillingham;20;PG;MIN;1;516;93;211;0,440758294;25;74;0,337837838;8;15;0,533333333;12;38;50;98;20;1;53;37;219;0;49
