Rk;Player;Age;POSITION;TEAM;GAMES_STARTED;MINUTES_PLAYED;FG_MADE;FG_ATTEMPTED;FG_PCT;3PT_MADE;3PT_ATTEMPTED;3PT_PCT;FT_MADE;FT_ATTEMPTED;FT_PCT;OFF_REB;DEF_REB;TOT_REB;AST;STL;BLK;TOV;PF;PTS;TRIP_DB;GAMES_PLAYED
349;Blake Wesley;21;SG;SAS;0;683;81;186;0,435483871;17;58;0,293103448;38;61;0,62295082;17;44;61;114;37;6;54;46;217;0;58
350;Pat Connaughton;32;SG;MIL;1;603;83;177;0,468926554;26;81;0,320987654;24;31;0,774193548;19;90;109;70;9;11;24;45;216;0;41
351;GG Jackson II;20;PF;MEM;3;459;74;199;0,371859296;32;95;0,336842105;29;40;0,725;27;65;92;29;12;5;31;30;209;0;29
352;DeAndre Jordan;36;C;DEN;5;691;91;140;0,65;0;0;;27;64;0,421875;84;200;284;53;16;27;40;74;209;0;56
353;Herbert Jones;26;SF;NOP;20;648;75;172;0,436046512;22;72;0,305555556;33;40;0,825;22;56;78;65;37;9;35;66;205;0;20
354;Larry Nance Jr.;32;PF;ATL;3;463;80;155;0,516129032;34;76;0,447368421;9;13;0,692307692;23;80;103;38;20;13;16;37;203;0;24
355;Olivier-Maxence Prosper;22;PF;DAL;4;584;70;174;0,402298851;12;51;0,235294118;49;76;0,644736842;44;82;126;40;26;6;14;28;201;0;52
356;Jock Landale;29;C;HOU;3;500;81;152;0,532894737;11;26;0,423076923;27;40;0,675;56;81;137;37;13;10;21;49;200;0;42
357;Jalen Pickett;25;SG;DEN;4;666;77;180;0,427777778;40;101;0,396039604;6;8;0,75;15;56;71;107;19;5;24;38;200;1;49
358;Kai Jones;24;C;DAL;6;468;87;109;0,798165138;1;5;0,2;23;32;0,71875;40;85;125;25;15;23;18;50;198;0;40
359;Mouhamed Gueye;22;PF;ATL;28;533;72;171;0,421052632;21;81;0,259259259;32;42;0,761904762;44;95;139;27;28;33;15;55;197;0;33
360;Jamal Cain;25;SF;NOP;0;502;68;158;0,430379747;26;80;0,325;34;50;0,68;27;58;85;22;23;9;22;46;196;0;37
361;Collin Gillespie;25;PG;PHO;9;461;68;158;0,430379747;39;90;0,433333333;19;22;0,863636364;22;56;78;78;21;5;17;30;194;0;33
362;Duop Reath;28;C;POR;0;469;70;166;0,421686747;34;106;0,320754717;20;22;0,909090909;44;48;92;26;12;14;16;41;194;0;46
363;Craig Porter Jr.;24;PG;CLE;1;513;72;140;0,514285714;21;48;0,4375;23;32;0,71875;19;48;67;71;17;15;38;25;188;0;51
364;Jae'Sean Tate;29;SF;HOU;2;588;70;148;0,472972973;16;46;0,347826087;32;47;0,680851064;50;67;117;47;26;7;22;82;188;0;52
365;Zeke Nnaji;24;PF;DEN;4;608;70;141;0,496453901;17;52;0,326923077;27;44;0,613636364;33;57;90;23;25;38;14;62;184;0;57
366;Paul Reed;25;C;DET;0;438;72;142;0,507042254;8;28;0,285714286;32;42;0,761904762;40;83;123;44;39;25;26;75;184;0;45
367;Tre Mann;23;PG;CHO;0;319;70;161;0,434782609;24;60;0,4;19;21;0,904761905;12;26;38;39;7;4;25;24;183;0;13
368;Vince Williams Jr.;24;SG;MEM;5;499;67;167;0,401197605;26;95;0,273684211;19;24;0,791666667;22;76;98;55;12;7;33;45;179;0;27
369;Cory Joseph;33;PG;ORL;16;612;62;154;0,402597403;39;107;0,364485981;14;18;0,777777778;17;57;74;72;26;4;18;50;177;0;50
370;Dante Exum;29;PG;DAL;13;372;64;134;0,47761194;23;53;0,433962264;23;31;0,741935484;4;29;33;56;12;3;22;34;174;0;20
371;Jeff Green;38;PF;HOU;3;396;61;121;0,504132231;29;79;0,367088608;21;26;0,807692308;11;47;58;20;6;4;9;32;172;0;32
372;Kessler Edwards;24;SF;DAL;18;608;67;135;0,496296296;22;54;0,407407407;12;13;0,923076923;22;93;115;42;19;20;16;62;168;0;40
373;Keaton Wallace;25;PG;ATL;5;501;65;162;0,401234568;27;82;0,329268293;11;11;1;7;43;50;81;28;9;33;39;168;1;31
374;Jaylon Tyson;22;SG;CLE;3;453;64;149;0,429530201;20;58;0,344827586;19;24;0,791666667;37;59;96;44;13;3;26;50;167;0;47
375;Grant Williams;26;PF;CHO;7;479;54;123;0,43902439;27;74;0,364864865;31;37;0,837837838;18;64;82;37;18;13;28;46;166;0;16
376;Jaylen Clark;23;SG;MIN;4;522;56;120;0,466666667;22;51;0,431372549;29;37;0,783783784;26;27;53;26;36;2;8;61;163;0;40
377;Quenton Jackson;26;PG;IND;7;381;58;122;0,475409836;15;40;0,375;31;40;0,775;14;30;44;53;21;5;16;43;162;0;28
378;Micah Potter;26;C;UTA;10;705;57;135;0,422222222;31;98;0,316326531;17;20;0,85;43;121;164;31;14;14;31;50;162;0;38
379;Daniel Theis;32;C;NOP;9;621;61;129;0,472868217;9;37;0,243243243;31;37;0,837837838;44;120;164;60;18;20;25;70;162;0;38
380;Jordan Goodwin;26;PG;LAL;5;543;63;144;0,4375;26;68;0,382352941;9;11;0,818181818;38;74;112;42;30;11;26;43;161;0;29
381;Charles Bassey;24;C;SAS;1;376;68;117;0,581196581;0;0;;21;33;0,636363636;56;96;152;17;14;30;23;50;157;0;36
382;Colby Jones;22;SG;SAC;0;515;59;129;0,457364341;16;49;0,326530612;23;35;0,657142857;21;66;87;44;26;13;23;37;157;0;39
383;Rayan Rupert;20;SG;POR;0;460;58;142;0,408450704;16;59;0,271186441;23;30;0,766666667;26;44;70;25;16;4;30;37;155;0;52
384;Jevon Carter;29;PG;CHI;1;321;55;146;0,376712329;35;105;0,333333333;8;10;0,8;4;35;39;40;13;3;11;15;153;0;36
385;David Roddy;23;PF;ATL;3;410;57;125;0,456;19;61;0,31147541;20;26;0,769230769;13;71;84;35;14;9;22;20;153;0;33
386;Jordan Miller;25;SF;LAC;0;420;58;134;0,432835821;8;38;0,210526316;28;35;0,8;23;35;58;34;17;5;26;26;152;0;37
387;Trevelin Queen;27;SG;ORL;2;430;56;147;0,380952381;22;77;0,285714286;18;21;0,857142857;26;28;54;38;31;10;22;38;152;0;31
388;Wendell Moore Jr.;23;SG;CHO;1;499;59;126;0,468253968;14;41;0,341463415;18;22;0,818181818;30;65;95;42;20;5;27;31;150;0;36
389;Bones Hyland;24;PG;LAC;0;239;47;118;0,398305085;32;82;0,390243902;23;26;0,884615385;5;20;25;32;18;4;25;29;149;0;24
390;Dominick Barlow;21;SF;ATL;4;375;60;113;0,530973451;7;27;0,259259259;21;33;0,636363636;35;50;85;19;9;16;5;47;148;0;35
391;Doug McDermott;33;SF;SAC;3;342;50;117;0,427350427;44;101;0,435643564;3;5;0,6;3;19;22;7;4;2;6;30;147;0;42
392;Jarred Vanderbilt;25;PF;LAL;2;581;59;121;0,487603306;9;32;0,28125;20;36;0,555555556;68;114;182;41;35;10;29;67;147;0;36
393;Gary Harris;30;SG;ORL;3;711;51;133;0,383458647;36;101;0,356435644;7;12;0,583333333;20;44;64;30;26;12;17;45;145;0;48
394;Bismack Biyombo;32;C;SAS;26;528;67;114;0,587719298;0;0;;10;25;0,4;43;115;158;31;16;23;27;52;144;0;28
395;Keion Brooks Jr.;24;SF;NOP;6;332;53;109;0,486238532;14;43;0,325581395;22;30;0,733333333;12;46;58;13;10;10;12;30;142;0;14
396;Ousmane Dieng;21;C;OKC;1;405;54;125;0,432;23;71;0,323943662;11;16;0,6875;18;63;81;31;17;7;18;33;142;0;37
397;Devin Carter;22;PG;SAC;0;396;47;127;0,37007874;18;61;0,295081967;26;44;0,590909091;19;57;76;41;21;4;18;39;138;0;36
398;Luka Garza;26;C;MIN;0;219;52;105;0,495238095;10;36;0,277777778;24;35;0,685714286;31;23;54;11;6;3;12;29;138;0;39
399;Kyle Lowry;38;PG;PHI;12;659;41;117;0,35042735;29;88;0,329545455;27;33;0,818181818;11;56;67;96;33;11;21;62;138;0;35
400;Terrence Shannon Jr.;24;SG;MIN;1;339;55;114;0,48245614;11;31;0,35483871;17;21;0,80952381;10;37;47;32;7;5;15;27;138;0;32
401;Mo Bamba;26;C;LAC;2;413;52;112;0,464285714;15;54;0,277777778;19;27;0,703703704;32;113;145;18;9;31;20;56;138;0;32
402;Reggie Jackson;34;PG;PHI;1;384;52;133;0,390977444;25;74;0,337837838;7;9;0,777777778;8;34;42;45;16;3;17;34;136;0;31
403;Marvin Bagley III;25;C;MEM;2;265;55;106;0,518867925;3;19;0,157894737;23;35;0,657142857;38;46;84;11;9;8;12;18;136;0;31
404;Dillon Jones;23;SF;OKC;3;551;51;133;0,383458647;16;63;0,253968254;17;28;0,607142857;30;91;121;58;16;4;28;54;135;0;54
405;Isaac Jones;24;PF;SAC;0;304;54;83;0,65060241;3;8;0,375;23;36;0,638888889;22;35;57;12;5;10;16;30;134;0;40
406;Hunter Tyson;24;PF;DEN;2;400;45;120;0,375;23;74;0,310810811;21;28;0,75;25;53;78;20;10;6;14;44;134;0;51
407;Anthony Gill;32;PF;WAS;0;397;43;88;0,488636364;10;31;0,322580645;33;50;0,66;18;48;66;16;9;2;10;30;129;0;51
408;Delon Wright;32;PG;MIL;7;635;45;131;0,34351145;20;73;0,273972603;15;25;0,6;27;39;66;77;35;12;22;25;125;0;40
409;Colin Castleton;24;C;MEM;4;432;46;98;0,469387755;2;16;0,125;29;38;0,763157895;53;69;122;28;8;10;23;51;123;0;26
410;Branden Carlson;25;C;OKC;0;246;43;97;0,443298969;22;66;0,333333333;14;18;0,777777778;17;37;54;14;5;21;7;22;122;0;32
411;Kevin Love;36;PF;MIA;9;251;41;115;0,356521739;24;67;0,358208955;16;23;0,695652174;22;72;94;22;15;4;14;21;122;0;23
412;Isaiah Wong;24;SG;CHO;0;265;41;105;0,39047619;13;33;0,393939394;25;34;0,735294118;14;18;32;28;11;0;18;21;120;0;20
413;Josh Minott;22;SF;MIN;0;276;44;90;0,488888889;14;43;0,325581395;17;19;0,894736842;12;35;47;18;15;12;11;34;119;0;46
414;Jared Rhoden;25;SG;CHO;2;227;42;87;0,482758621;12;39;0,307692308;22;25;0,88;14;28;42;16;10;2;9;20;118;0;14
415;Robert Williams;27;C;POR;3;351;50;78;0,641025641;1;3;0,333333333;15;17;0,882352941;35;83;118;21;13;33;17;31;116;0;20
416;Maxwell Lewis;22;SF;BRK;1;327;45;108;0,416666667;19;50;0,38;7;10;0,7;18;37;55;19;9;7;14;29;116;0;28
417;Dariq Whitehead;20;SF;BRK;0;246;39;96;0,40625;33;74;0,445945946;3;5;0,6;4;25;29;12;6;1;15;22;114;0;20
418;Dwight Powell;33;C;DAL;3;551;42;61;0,68852459;2;5;0,4;28;43;0,651162791;47;71;118;55;18;21;18;75;114;0;55
419;Baylor Scheierman;24;SG;BOS;2;384;39;110;0,354545455;26;82;0,317073171;9;12;0,75;19;46;65;33;17;2;12;22;113;0;31
420;John Konchar;28;SG;MEM;4;558;41;91;0,450549451;23;62;0,370967742;7;8;0,875;37;114;151;42;30;14;16;32;112;0;46
421;Matisse Thybulle;27;SG;POR;5;312;42;88;0,477272727;21;48;0,4375;7;15;0,466666667;14;38;52;28;33;9;13;14;112;0;15
422;Patty Mills;36;PG;LAC;0;321;36;96;0,375;26;75;0,346666667;13;14;0,928571429;4;18;22;26;13;3;17;24;111;0;29
423;Damion Baugh;24;SG;CHO;2;370;42;130;0,323076923;12;56;0,214285714;13;15;0,866666667;14;36;50;56;15;2;31;22;109;0;15
424;Drew Timme;24;PF;BRK;2;254;45;102;0,441176471;9;35;0,257142857;10;16;0,625;17;48;65;20;4;1;15;21;109;0;9
425;Jaden Springer;22;PG;BOS;2;365;35;90;0,388888889;12;48;0,25;27;38;0,710526316;17;41;58;33;24;4;16;42;109;0;43
426;Torrey Craig;34;SF;BOS;4;314;38;90;0,422222222;24;66;0,363636364;8;12;0,666666667;27;46;73;17;8;12;8;34;108;0;26
427;Taj Gibson;39;C;CHO;11;409;47;95;0,494736842;1;2;0,5;12;20;0,6;51;69;120;21;9;18;25;54;107;0;37
428;Oscar Tshiebwe;25;C;UTA;1;255;42;70;0,6;0;0;;23;31;0,741935484;46;76;122;9;13;1;10;24;107;0;14
429;Cam Spencer;24;SG;MEM;1;252;34;82;0,414634146;19;52;0,365384615;19;19;1;12;18;30;34;9;1;6;23;106;0;25
430;Jalen Hood-Schifino;21;SG;LAL;0;315;37;98;0,37755102;14;46;0,304347826;18;21;0,857142857;3;24;27;37;5;7;18;25;106;0;15
431;Cam Reddish;25;SF;LAL;8;589;38;94;0,404255319;13;47;0,276595745;16;26;0,615384615;17;49;66;22;33;10;12;43;105;0;33
432;Johnny Furphy;20;SG;IND;0;379;35;92;0,380434783;15;50;0,3;18;22;0,818181818;23;48;71;19;18;11;12;41;103;0;50
433;Maxi Kleber;33;PF;DAL;4;637;37;96;0,385416667;13;49;0,265306122;16;21;0,761904762;25;70;95;43;9;17;23;66;103;0;34
434;Pat Spencer;28;PG;GSW;0;250;41;101;0,405940594;5;22;0,227272727;11;15;0,733333333;15;31;46;48;14;3;18;20;98;0;39
435;Jericho Sims;26;C;MIL;5;632;45;71;0,633802817;0;0;;8;13;0,615384615;71;126;197;33;10;19;33;65;98;0;53
436;Jordan McLaughlin;28;PG;SAC;0;314;31;72;0,430555556;19;46;0,413043478;17;22;0,772727273;6;24;30;51;16;1;16;18;98;0;46
437;Trey Jemison;25;C;LAL;0;392;41;74;0,554054054;0;0;;13;33;0,393939394;44;61;105;16;9;15;24;69;95;0;38
438;Reece Beekman;23;PG;BRK;4;469;35;107;0,327102804;7;40;0,175;16;21;0,761904762;13;26;39;63;33;2;21;36;93;0;36
439;Christian Koloko;24;C;LAL;0;342;40;66;0,606060606;0;4;0;10;14;0,714285714;35;57;92;16;8;16;12;44;90;0;37
440;Mitchell Robinson;26;C;NYK;3;290;37;56;0,660714286;0;0;;13;19;0,684210526;52;49;101;13;16;18;10;26;87;0;17
441;Dru Smith;27;SG;MIA;1;268;31;61;0,508196721;16;30;0,533333333;9;12;0,75;12;24;36;23;21;6;17;30;87;0;14
442;Lester Qui?ones;24;SG;NOP;0;183;31;78;0,397435897;13;44;0,295454545;11;13;0,846153846;4;15;19;24;3;2;14;18;86;0;13
443;Elfrid Payton;30;PG;CHO;9;511;40;122;0,327868852;1;6;0,166666667;4;7;0,571428571;15;64;79;166;24;11;59;36;85;0;24
444;Damion Lee;32;SG;PHO;0;144;27;74;0,364864865;9;37;0,243243243;20;21;0,952380952;3;17;20;11;6;0;10;6;83;0;25
445;Jordan Walsh;20;PF;BOS;1;403;30;83;0,361445783;15;55;0,272727273;7;12;0,583333333;23;46;69;19;12;11;17;30;82;0;52
446;Tyler Kolek;23;PG;NYK;0;296;27;82;0,329268293;14;47;0,29787234;13;17;0,764705882;8;19;27;70;12;4;18;26;81;0;41
447;Johnny Davis;22;SG;WAS;0;242;32;78;0,41025641;7;29;0,24137931;9;15;0,6;10;28;38;11;15;6;7;18;80;0;34
448;MarJon Beauchamp;24;SF;LAC;0;156;27;65;0,415384615;10;29;0,344827586;15;20;0,75;11;33;44;11;4;1;15;14;79;0;35
449;Jaylen Martin;21;SF;BRK;0;239;31;74;0,418918919;7;23;0,304347826;9;10;0,9;11;33;44;17;9;0;12;14;78;0;16
450;Kobe Brown;25;PF;LAC;0;272;33;72;0,458333333;6;26;0,230769231;5;7;0,714285714;19;46;65;24;7;4;12;23;77;0;40
451;Alex Reese;25;PF;OKC;0;216;26;54;0,481481481;15;41;0,365853659;9;12;0,75;9;38;47;4;10;10;6;21;76;0;15
452;Moses Brown;25;C;DAL;2;119;34;49;0,693877551;0;0;;8;11;0,727272727;12;32;44;2;6;4;11;17;76;0;13
453;Lamar Stevens;27;PF;MEM;1;155;29;63;0,46031746;8;27;0,296296296;8;11;0,727272727;4;34;38;8;5;3;10;15;74;0;17
454;Alex Len;31;C;LAL;7;380;32;63;0,507936508;2;9;0,222222222;8;17;0,470588235;38;57;95;38;9;21;20;56;74;0;46
455;JT Thor;22;PF;CLE;0;249;25;59;0,423728814;6;21;0,285714286;15;22;0,681818182;20;28;48;6;8;9;9;17;71;0;20
456;Tristan Thompson;33;C;CLE;0;328;31;71;0,436619718;0;3;0;7;30;0,233333333;32;102;134;24;2;11;14;36;69;0;40
457;Marcus Bagley;23;SF;PHI;4;253;27;69;0,391304348;5;32;0,15625;8;10;0,8;23;47;70;10;9;12;7;16;67;0;10
458;Jaylen Nowell;25;SG;NOP;0;168;26;73;0,356164384;8;27;0,296296296;7;11;0,636363636;6;14;20;18;1;4;8;9;67;0;8
459;Tyler Smith;20;PF;MIL;0;122;24;50;0,48;13;30;0,433333333;6;8;0,75;6;19;25;4;3;4;8;11;67;0;23
460;Adam Flagler;25;SG;OKC;0;203;25;96;0,260416667;14;72;0,194444444;1;2;0,5;7;20;27;12;8;3;4;15;65;0;37
461;Jeenathan Williams;25;SG;HOU;0;147;27;62;0,435483871;6;26;0,230769231;5;8;0,625;5;8;13;9;8;4;14;16;65;0;20
462;Bronny James;20;SG;LAL;1;181;21;67;0,313432836;9;32;0,28125;11;14;0,785714286;4;14;18;22;9;3;13;13;62;0;27
463;De'Anthony Melton;26;SG;GSW;2;121;22;54;0,407407407;13;35;0,371428571;5;8;0,625;6;14;20;17;7;2;10;18;62;0;6
464;Tony Bradley;27;C;IND;0;113;29;45;0,644444444;1;3;0,333333333;2;6;0,333333333;18;24;42;6;2;9;5;11;61;0;14
465;Markelle Fultz;26;PG;SAC;0;184;28;67;0,417910448;4;8;0,5;1;1;1;6;14;20;27;10;2;15;12;61;0;21
466;Cole Swider;25;SF;DET;0;169;22;63;0,349206349;15;47;0,319148936;0;1;0;5;22;27;3;4;2;4;12;59;0;10
467;Bruno Fernando;26;C;TOR;2;147;26;49;0,530612245;0;0;;6;8;0,75;21;30;51;18;4;9;14;27;58;0;17
468;Dario Šariæ;30;C;DEN;4;210;21;58;0,362068966;7;26;0,269230769;7;10;0,7;14;36;50;23;7;1;15;19;56;0;16
469;Markieff Morris;35;PF;DAL;2;165;21;70;0,3;9;36;0,25;5;6;0,833333333;3;20;23;21;2;3;5;16;56;0;15
470;Tyson Etienne;25;PG;BRK;0;151;17;52;0,326923077;13;44;0,295454545;8;10;0,8;3;6;9;12;3;1;8;17;55;0;7
471;Killian Hayes;23;PG;BRK;5;162;18;43;0,418604651;8;21;0,380952381;10;12;0,833333333;5;13;18;31;4;4;9;13;54;0;6
472;Drew Peterson;25;PF;BOS;1;186;17;41;0,414634146;13;33;0,393939394;7;9;0,777777778;9;31;40;13;5;2;8;18;54;0;25
473;Kobe Bufkin;21;SG;ATL;0;124;18;47;0,382978723;4;19;0,210526316;13;18;0,722222222;5;16;21;17;3;2;8;9;53;0;10
474;Garrett Temple;38;SG;TOR;0;227;18;60;0,3;6;28;0,214285714;11;12;0,916666667;9;20;29;31;17;2;10;23;53;0;28
475;Chuma Okeke;26;PF;CLE;3;196;20;40;0,5;11;28;0,392857143;2;3;0,666666667;21;26;47;15;5;4;3;5;53;0;9
476;Patrick Baldwin Jr.;22;SF;LAC;0;107;19;35;0,542857143;13;23;0,565217391;2;4;0,5;5;20;25;3;3;2;5;7;53;0;24
477;Oshae Brissett;26;SF;PHI;2;142;19;39;0,487179487;6;18;0,333333333;8;14;0,571428571;7;15;22;4;4;3;8;14;52;0;6
478;Ariel Hukporti;22;C;NYK;1;217;21;31;0,677419355;0;0;;6;13;0,461538462;14;37;51;11;1;15;21;32;48;0;25
479;Enrique Freeman;24;PF;IND;1;181;16;37;0,432432432;1;10;0,1;13;19;0,684210526;11;19;30;9;3;3;6;21;46;0;22
480;Kevin Knox;25;SF;GSW;0;84;18;36;0,5;4;15;0,266666667;6;8;0,75;7;10;17;5;2;4;4;6;46;0;14
481;Keshad Johnson;23;SF;MIA;0;98;18;26;0,692307692;3;7;0,428571429;4;9;0,444444444;6;22;28;4;5;4;4;11;43;0;16
482;Daeqwon Plowden;26;SG;ATL;0;72;16;25;0,64;9;17;0,529411765;2;2;1;4;7;11;2;0;0;4;10;43;0;6
483;Jaylen Sims;26;SG;CHO;0;112;12;28;0,428571429;6;15;0,4;12;15;0,8;3;3;6;12;3;1;8;10;42;0;6
484;Pete Nance;24;C;MIL;1;138;14;32;0,4375;9;24;0,375;1;2;0,5;5;16;21;10;2;2;4;17;38;0;13
485;Emoni Bates;21;SF;CLE;0;75;13;38;0,342105263;11;30;0,366666667;0;0;;0;7;7;8;1;1;2;4;37;0;10
486;Chris Duarte;27;SG;CHI;0;74;12;26;0,461538462;6;15;0,4;6;8;0,75;5;15;20;9;0;0;1;7;36;0;17
487;Alex Ducas;24;SG;OKC;0;125;12;30;0,4;10;21;0,476190476;2;2;1;9;17;26;5;5;0;4;12;36;0;21
488;Yuki Kawamura;23;PG;MEM;0;93;11;30;0,366666667;7;23;0,304347826;7;9;0,777777778;0;12;12;19;2;0;5;8;36;0;22
489;Nae'Qwan Tomlin;24;PF;CLE;1;63;13;32;0,40625;2;10;0,2;8;11;0,727272727;9;12;21;2;0;1;2;9;36;0;5
490;Isaiah Jackson;23;C;IND;1;84;14;23;0,608695652;0;0;;7;14;0,5;11;17;28;5;3;8;5;14;35;0;5
491;TyTy Washington Jr.;23;PG;PHO;0;118;14;45;0,311111111;4;21;0,19047619;3;6;0,5;4;9;13;16;3;0;3;4;35;0;16
492;Xavier Tillman Sr.;26;C;BOS;2;231;13;53;0,245283019;5;32;0,15625;3;4;0,75;10;33;43;7;11;5;14;18;34;0;33
493;Kylor Kelley;27;C;DAL;2;126;14;22;0,636363636;0;0;;6;10;0,6;12;27;39;5;1;3;4;15;34;0;11
494;JD Davison;22;PG;BOS;0;93;12;34;0,352941176;4;18;0,222222222;5;7;0,714285714;2;11;13;13;5;1;13;2;33;0;16
495;PJ Hall;22;C;DEN;0;66;14;24;0,583333333;2;8;0,25;3;4;0,75;6;16;22;4;0;4;2;11;33;0;19
496;Trey Alexander;21;SG;DEN;0;117;13;41;0,317073171;3;17;0,176470588;3;4;0,75;1;11;12;11;2;1;5;10;32;0;24
497;Elijah Harkless;24;SG;UTA;0;138;11;35;0,314285714;7;25;0,28;3;6;0,5;9;12;21;8;10;1;3;18;32;0;10
498;Josh Richardson;31;SG;MIA;0;150;11;38;0,289473684;6;22;0,272727273;4;4;1;6;6;12;12;8;1;8;17;32;0;8
499;Sidy Cissoko;20;SF;POR;0;114;13;30;0,433333333;3;13;0,230769231;3;9;0,333333333;8;13;21;15;2;1;11;10;32;0;22
500;Pacome Dadiet;19;SG;NYK;0;111;10;31;0,322580645;6;19;0,315789474;4;6;0,666666667;3;15;18;5;3;2;4;7;30;0;18
501;RayJ Dennis;23;PG;IND;0;70;11;33;0,333333333;6;21;0,285714286;2;2;1;2;10;12;14;7;2;5;7;30;0;11
502;Chris Livingston;21;SF;MIL;1;106;9;27;0,333333333;0;8;0;12;16;0,75;10;25;35;5;5;0;6;8;30;0;21
503;Josh Christopher;23;SG;MIA;0;69;11;31;0,35483871;2;11;0,181818182;4;6;0,666666667;0;9;9;8;5;3;6;2;28;0;14
504;Marcus Garrett;26;SG;CHO;0;79;11;27;0,407407407;3;8;0,375;3;4;0,75;1;5;6;13;3;2;6;10;28;0;4
505;Matt Ryan;27;SF;NYK;0;68;10;31;0,322580645;6;19;0,315789474;2;2;1;0;8;8;3;2;0;3;1;28;0;19
506;Spencer Jones;23;SF;DEN;0;125;11;34;0,323529412;1;17;0,058823529;3;3;1;8;9;17;5;5;5;5;17;26;0;20
507;Vlatko Èanèar;27;PF;DEN;0;136;10;26;0,384615385;4;15;0,266666667;0;0;;6;26;32;9;3;2;11;10;24;0;13
508;N'Faly Dante;23;C;HOU;0;51;10;13;0,769230769;0;0;;4;5;0,8;6;15;21;2;1;5;2;9;24;0;4
509;Jazian Gortman;21;PG;DAL;0;57;9;23;0,391304348;4;11;0,363636364;2;4;0,5;1;4;5;6;2;1;5;9;24;0;16
510;Jae Crowder;34;PF;SAC;2;103;7;22;0,318181818;4;15;0,266666667;5;6;0,833333333;6;14;20;6;3;0;4;10;23;0;9
511;Mason Jones;26;SG;SAC;0;45;9;18;0,5;1;8;0,125;4;5;0,8;2;7;9;11;0;1;1;3;23;0;10
512;Jacob Toppin;24;SF;ATL;0;76;9;22;0,409090909;5;10;0,5;0;0;;3;12;15;6;2;0;3;3;23;0;17
513;Jackson Rowe;28;PF;GSW;0;52;8;17;0,470588235;3;10;0,3;3;6;0,5;3;8;11;4;4;0;1;4;22;0;6
514;E.J. Liddell;24;PF;CHI;0;53;8;15;0,533333333;3;10;0,3;2;2;1;3;6;9;3;1;1;2;11;21;0;12
515;Leonard Miller;21;SF;MIN;0;32;6;15;0,4;0;5;0;8;8;1;3;8;11;0;2;1;2;2;20;0;13
516;Cam Christie;19;SG;LAC;0;59;7;24;0,291666667;2;13;0,153846154;2;4;0,5;3;9;12;6;5;1;2;4;18;0;13
517;Justin Minaya;25;SF;POR;0;101;8;21;0,380952381;2;10;0,2;0;2;0;5;5;10;7;6;1;5;12;18;0;19
518;Jamaree Bouyea;25;PG;MIL;1;62;6;12;0,5;1;5;0,2;4;6;0,666666667;1;4;5;10;4;2;8;2;17;0;5
519;David Duke Jr.;25;SG;SAS;0;34;6;14;0,428571429;3;6;0,5;1;2;0,5;1;4;5;4;1;0;2;1;16;0;6
520;Malachi Flynn;26;PG;CHO;0;44;5;13;0,384615385;1;4;0,25;5;6;0,833333333;3;4;7;7;3;0;4;4;16;0;4
521;Joe Ingles;37;SF;MIN;1;114;6;23;0,260869565;3;15;0,2;0;0;;2;9;11;23;2;0;9;12;15;0;19
522;Bobi Klintman;21;SF;DET;0;42;6;10;0,6;2;5;0,4;1;2;0,5;1;6;7;7;2;1;1;8;15;0;8
523;Stanley Umude;25;SG;MIL;0;86;5;26;0,192307692;3;15;0,2;2;4;0,5;4;13;17;4;3;6;3;8;15;0;22
524;Taylor Hendricks;21;PF;UTA;3;75;4;18;0,222222222;3;12;0,25;3;4;0,75;5;10;15;2;5;4;2;8;14;0;3
525;Jack McVeigh;28;PF;HOU;0;43;5;17;0,294117647;4;13;0,307692308;0;0;;2;3;5;1;0;2;2;3;14;0;9
526;Tolu Smith;24;PF;DET;0;22;6;9;0,666666667;0;0;;2;3;0,666666667;4;4;8;0;0;0;2;3;14;0;1
527;Armel Traoré;22;SF;LAL;0;67;6;19;0,315789474;0;7;0;2;7;0,285714286;2;13;15;1;4;2;3;6;14;0;9
528;Isaiah Crawford;23;SF;SAC;0;46;5;11;0,454545455;1;5;0,2;2;4;0,5;1;7;8;1;1;2;1;2;13;0;15
529;Bryce McGowens;22;SG;POR;0;32;4;14;0,285714286;0;4;0;5;6;0,833333333;2;1;3;2;1;0;4;3;13;0;13
530;Luke Travers;23;SG;CLE;0;88;5;20;0,25;0;9;0;2;2;1;8;12;20;8;1;1;8;6;12;0;12
531;Trentyn Flowers;19;SF;LAC;0;27;4;11;0,363636364;0;2;0;3;3;1;1;3;4;0;0;0;1;4;11;0;6
532;Jahmir Young;24;PG;CHI;0;30;4;5;0,8;1;2;0,5;2;2;1;1;2;3;6;0;0;1;2;11;0;6
533;Emanuel Miller;24;PF;CHI;0;25;4;8;0,5;0;1;0;2;2;1;4;4;8;2;1;0;0;3;10;0;6
534;Jalen Bridges;23;SF;PHO;0;30;2;7;0,285714286;2;7;0,285714286;3;4;0,75;0;4;4;0;0;0;4;0;9;0;8
535;Liam Robbins;25;C;MIL;0;57;2;8;0,25;0;2;0;5;10;0,5;7;5;12;2;2;2;6;9;9;0;13
536;P.J. Tucker;39;SF;NYK;1;58;3;7;0,428571429;3;6;0,5;0;0;;4;4;8;0;1;1;1;8;9;0;3
537;James Johnson;37;PF;IND;0;37;4;11;0,363636364;0;3;0;0;1;0;0;6;6;4;0;2;4;5;8;0;12
